temp_current,hum_current,gas_current,vib_current,dist_current,temp_avg_5min,hum_avg_5min,gas_avg_5min,temp_avg_15min,hum_avg_15min,temp_trend,hum_trend,gas_trend,temp_max_30min,gas_max_30min,temp_change,hum_change,gas_change,disaster_type
28.973713224089863,57.23471397657631,397.5686030582772,0,180.92119425632103,32.13213885510464,61.07188762234085,374.09488376152956,30.601393354847758,53.52737243407661,-0.23286487678512843,0.24196227156603412,-38.26560489315596,30.104787357650537,431.9909023136713,-1.0128311203344238,0.6284946651905478,-27.240722265636325,0
13.701570389317668,47.41050078151498,384.53052042014184,0,124.88876660890719,12.670699065132762,44.40923153098542,431.9025114724738,14.574672393104215,42.32602285931787,-0.5107760973377989,-0.16175538639752096,-10.672976076849736,18.502416164103714,414.47629810421046,-0.005527862320126283,-2.530238227845284,32.759767930730135,0
14.374511608812556,63.93722471738247,422.0030711968576,0,126.85473124759882,14.143215044036076,62.431706239436025,348.07697167848625,12.21497898362843,60.25211454970417,0.5285611131094579,0.3436182895684614,-35.26080310725468,14.678307904453813,584.0514307743307,-0.6769220003059587,1.2233525776817358,30.92998567487853,0
32.45024095292959,55.85668219790851,147.65737048100175,0,59.67386841810069,34.649534904499234,54.968021591555235,127.13820504668672,35.98938998703169,48.67101868226309,0.41739770961521416,0.2965613843289707,-20.75659753030964,34.94849364156279,290.69664578868816,-0.07580374502818543,2.9908685057669473,10.145437559799591,0
4.042039167282045,76.43805008750448,267.2382902330779,0,108.0397059813653,3.6026953916070212,78.22361294506321,341.13299247015374,2.487228512461103,69.97010126435897,-0.25087852179226827,0.9154021177020741,6.575022193193689,7.297977048763158,287.8878378689418,0.09707754934804039,1.9372899810657784,-21.06159281632057,0
22.378702827217854,85.47467240279111,197.61833858200905,0,13.792958097461195,23.069738714995385,83.49709014488965,183.16149575851193,23.737511806818382,84.14618513598259,0.1074694150473775,-2.022314933195735,-18.861136169345247,29.514299103801253,525.8193250361488,1.4039587386592935,-0.03710160902328045,-50.2051386597067,1
25.481841679528213,109.26484224970572,214.56896589459498,0,132.0618936933445,27.767487308558252,113.02450741313959,254.12056324674734,22.753679315143994,120.48719673719452,-0.7009255313961404,0.5868570938002703,43.80911251619957,25.671099997151455,394.9334453192247,-0.9905363251306883,-1.1325954592055438,2.9895409526292367,0
20.972194767070405,60.18288691480275,185.6843816749609,0,141.4534412952826,19.14281290454785,63.285627994611424,177.63751283180773,19.807401570140563,53.09878792417196,-0.17837251288409708,0.5561217985339653,20.87721221837316,22.59245948844342,261.1123226943555,0.5264481613346957,-0.6489819156577865,-6.176001512865149,0
27.07906235398739,75.6364574355462,78.82345523004152,0,67.18173547662894,27.580048054679143,77.36869848303108,44.822219151116975,27.7758234454704,77.98103722193565,-0.3571757090131839,1.8657745111447566,9.47665841823575,29.189945318257887,104.21844196084396,-0.9746816702273214,1.574169207484904,34.75786737022212,0
18.434541453186316,68.489724881129,479.9446696475994,0,65.20515773134814,16.8909799541998,72.88309262208348,467.9649442379089,22.06268736524622,72.79340491066498,1.3672110795308707,0.09376543015194676,-28.128105343630978,20.998065059317923,512.9024064842257,-0.034529656094808465,0.08396012894004586,-4.118154512934482,0
